"file_name","file_path","hash_md5","hash_sha1","hash_sha256","hash_sha384","hash_sha512","hash_ssdeep","signature_status","signature_status_message","signature_serial","signature_thumbprint","signature_issuer","signature_subject","meta_description","meta_original_filename","meta_product_name","meta_comments","meta_company_name","meta_file_version","meta_product_version","meta_language","meta_legal_copyright","meta_legal_trademarks","output","error","children"
"prproc.exe","C:\WINDOWS\system32\prproc.exe","BFD6335E4F61D44CA74B627A45686106","60FCAA42D2180E710C679D6D225C0DA958029B3E","2F381489726C037873D0BF9F32E01E2B1E6E0EDD362C84660E78B60F4A70ABCD","6FD4CCBBA407215B5EFEC1A8960387D1D1E510E471375F0CEB33FF8B64C09E9B4FC53F088B9ADDD947DA8DA869C04BB2","7A7008B98388DB13C400B9DD04CF46A102439237EFE1A52816FA86A71238C34E36E5707C19B598E8160F115106CD20ADAA34182ABBC40CCA7A3B63095EE87FEF","384:sIuAESo4BfUVV/Wm5DYgWvmXjDBRJY/Y1lxwMwxQ:TeSBUVTlXj1PpwxQ","0","Signature verified.","330000023241FB59996DCC4DFF000000000232","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","PlayReady Process EXE","PlayReady Process EXE","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"psr.exe","C:\WINDOWS\system32\psr.exe","718958B7BA25BE86F1EFA0EDC41C8233","DF7BB4566C82C0DEA0FD335CE7CF576691044841","A12EBF100EF959BA9391683CA8D24C0BF4C16CC65D96249F09998ADEEDC79B94","3B4B6D0C520EE04FF3EE2E93B810D457A3F2BBFDE41E3EAAFB7AE7B2437AB7AF934C301C30076F19D932264562FD828C","A67EE86095B5D071C933D235C64959BA82F0FD86421454FCC2F2C4017EE8DEA72BEC2A2E9650208F70E9CED54310D21503BD7E9860D316F23F4406F65E92272F","3072:/BHHC4xaQGcV5fFkWDgN6QLqAtxQG48Qc7gUi/TteDghATBLUri23R:/BHHC48lcjfA6y7tOh80/TteDghA9L","0","Signature verified.","330000023241FB59996DCC4DFF000000000232","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Steps Recorder","psr.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"pwcreator.exe","C:\WINDOWS\system32\pwcreator.exe","EF15ED92CDF4D96B153E8B95EDB0835A","25D1A556C30D3C25A63795BB1964FC6A9C84B2DF","D56A06AC1014C6D3A945CAAE0E722479A5712BA22AFCE84D99D5C47D4F656E68","E66A1771A78B1A12F0B3B3B8CEC8F6597D96281E0CFE390C72D168D68888C991F5052914E1DF1C531A9FB1F6A7F8AA08","A2A6F46BC3BB402854C4F2E5510B1D7EBAA38C22C87403FD1D7B6E63AA411265D02CF7A7E94F66254CF67EB05C3882576FEA726CEE17FB3BF0E1ADEBBEA2E90E","12288:68SmNyeXJCdo+u0gHMLnLqawhXJVx4kQylIjRrU3tRW:68SmNyeXv+u0gHMLnhwNxvQ6LW","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Create a Windows To Go workspace","pwcreator.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"pwlauncher.exe","C:\WINDOWS\system32\pwlauncher.exe","31CADAB884E8CF69275F5F726E6C9B98","29BEC3A35E3FAA710EBF4D5B810DC05EC86682F5","9AC4CB523107CE4FC5DC9A122124BA51B053FE6FF572B169701A69AC46939A0B","F30C4A24CD54F6680227397FF9EFE98827FB7DA969E4CE2EB07BE7A93630E6DD35B7C13AB0FDE8F01985B247218F25AC","409113EF3783181ECF952FD69C192EFB3560B3541A85F57075E4BB7A25B3F5811D282E9DC98934D643630CC2D60ACFCA4A7417CDC1B92E89BED6F34574F0A885","768:BLc1zbEp2MX8Dr8MqgdKgLMJc2Wa3CM8lB:BAm/SHegLec2R3CNlB","0","Signature verified.","330000023241FB59996DCC4DFF000000000232","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Windows To Go Startup Options Command Line Tool","pwlauncher.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"pwlauncher.exe - Windows To Go startup options command-line tool.

The pwlauncher.exe command-line tool is used to query or change your Windows To
Go startup options.

pwlauncher [/enable | /disable]

    <<no parameter>>    Display the current state.

    /enable             Enable the startup option.

    /disable            Disable the startup option.
",,
"qappsrv.exe","C:\WINDOWS\system32\qappsrv.exe","A1B5A921BAE0F96AE14900DFD5EEDC8A","F5B101F87E41C586414DCC8BCBA8517BA36983FC","04B00881C96B29833C5A7FF0296638ACD66494768D58CF7AE5F408C358B79F67","0D9DD2109A2555838568EB59CB8ACB0A3A17E1DD8B83982A591F1A5F991D59E209FAB065A2DC7C7876B547ABA5752E73","941B0A867E0817AF371F03D6826EAF91DE4203C89158E191D2238D21C83D87C3A3BA6F685FDAA21043D27FB8F91F6C5F0400F6C5FB1A788E08FDCE2223493FD4","384:CU7HX5bP44grDMkiUHdE5z5XWjK8mpk5VGqqNJg2yJ5HPwe9KpaYbFWRaWK:CGp8rDMOHKMjK8uO5bqaYb4","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Query Remote Desktop Session Host Server Utility","qappsrv.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"Displays the available Remote Desktop Session Host servers on the network.

QUERY TERMSERVER [servername] [/DOMAIN:domain] [/ADDRESS] [/CONTINUE]

  servername      Identifies a Remote Desktop Session Host server.
  /DOMAIN:domain  Displays information for the specified domain (defaults 
                  to the current domain).
  /ADDRESS        Displays network and node addresses.
  /CONTINUE       Does not pause after each screen of information.

","Invalid parameter(s)
Displays the available Remote Desktop Session Host servers on the network.

QUERY TERMSERVER [servername] [/DOMAIN:domain] [/ADDRESS] [/CONTINUE]

  servername      Identifies a Remote Desktop Session Host server.
  /DOMAIN:domain  Displays information for the specified domain (defaults 
                  to the current domain).
  /ADDRESS        Displays network and node addresses.
  /CONTINUE       Does not pause after each screen of information.

","conhost.exe"
"qprocess.exe","C:\WINDOWS\system32\qprocess.exe","B9512ABDF1F4982292DC60D11EDA20DF","5F28B8A7DF02B0F5E8B39BD1D3978F615B0CD3F6","C325DF5932FB17D7909B633D11AAC31BE603BC210DBE3173AFC237C22D206703","48B53A63A918337F5F9CF5BC83DDA283023F35D1D5868334A661144B39DFC7B6C1BB6653CF5B9FD5264374C1FD9CBA54","1FA36B64371BAD345BAC5D5CB72752202717149AEBE409CA8C065C83D55D66FEAEBA1A95549DB1A7ADB043012593B2537D3778FCC691C42038991F02A312BE8B","768:48igjPq3JqPcvSphuU1EK8sB8HU/DY/y:hGZipYcBBMy","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Query Process Utility","qprocess.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"Displays information about processes.

QUERY PROCESS [* | processid | username | sessionname | /ID:nn | programname]
  [/SERVER:servername]

  *                  Display all visible processes.
  processid          Display process specified by processid.
  username           Display all processes belonging to username.
  sessionname        Display all processes running at sessionname.
  /ID:nn             Display all processes running at session nn.
  programname        Display all processes associated with programname.
  /SERVER:servername The Remote Desktop Session Host server to be queried.
","Invalid parameter(s)
Displays information about processes.

QUERY PROCESS [* | processid | username | sessionname | /ID:nn | programname]
  [/SERVER:servername]

  *                  Display all visible processes.
  processid          Display process specified by processid.
  username           Display all processes belonging to username.
  sessionname        Display all processes running at sessionname.
  /ID:nn             Display all processes running at session nn.
  programname        Display all processes associated with programname.
  /SERVER:servername The Remote Desktop Session Host server to be queried.
",
"query.exe","C:\WINDOWS\system32\query.exe","1F85FC4EF8B60C9ADD72F6C856DD0589","4568C5F804ACCC63045F5F2C1FA4DA3750ADFC14","E0655B492CA255745D122CAA2A1147AE01554CA5AE2F53454863D6706D667910","35392498A7B0820129EC713985077739EA53001F46BD7461C5FECADEB1129020A9A28427D9A4ADC79897AE3BFB5B937E","D579ED855CF035CE0B608FC923A20567B05DA75693E9787D8F2C42DCCB49B8C854FB1ED644C98F98DCEDB1EA93A263ED2B3B9F4A68A7FE92B047B194EF65333F","384:oyymcKXLaxy2eeTX94dnntGHK2aCP4WQ3W:Ym8etdnWHPS","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","MultiUser Query Utility","query.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"QUERY { PROCESS | SESSION | TERMSERVER | USER }
","Invalid parameter(s)
QUERY { PROCESS | SESSION | TERMSERVER | USER }
",
"quickassist.exe","C:\WINDOWS\system32\quickassist.exe","D042F2290489AD0715C077941E9AB742","EEBE5A0D4341A85D8A60628C7E99FC91E33FDC71","C58A2F432B756B9E7044892573658B18ED978C711E2BA960D9BD0F4350602D44","869FBA6E6772DDD936882CA00AF37409356A19E0B3F2FFF23D5A10F6D9E3CD0EDD621F48204F3CE6607FD9B7449B1F4F","8F30778C46F7B879217FE1B9AB03594C9ACFD918342B3F83D0E0F0514681458C8CAD15F0C43DFF52F638905F2938EB122C88A4712847FEF8C0A9012D234BC969","12288:8GTc62pXTXZy7tjPghe8HPOgCzsUdLeANsDvH:TIt9Zyt7fLIU0GS","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Quick Assist","QuickAssist.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Language Neutral"," Microsoft Corporation. All rights reserved.",,,,
"quser.exe","C:\WINDOWS\system32\quser.exe","3147F9B0C7089DD698778246E835C494","8040C04017E6B1AF0B704E632FA1FB4655D5EEF1","6EE15E5B1311D501FBDAA15C9D1197BA2F99745EA5ABB3E724D598EE53D48A6E","D800081202047346984F1BD904F87FACA2BB30BCCFF487500112BE4A21943667AB75A90BC878F9A51CBBAF823E88D42B","EEE3AB3655EB56E1FFD6EF9FAA86CA2DC2355D3466D94ABCA5B147DC46DBBCE994CFB911E0133564CDC50EAE49B5BB225570D089D0A641D5F3C972B9164CB553","768:XdcgSIZE45pVrLSoYMmWyDwK895aPJ+dP:N9SgVrqy5aAdP","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Query User Utility","quser.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"Display information about users logged on to the system.

QUERY USER [username | sessionname | sessionid] [/SERVER:servername]

  username            Identifies the username.
  sessionname         Identifies the session named sessionname.
  sessionid           Identifies the session with ID sessionid.
  /SERVER:servername  The server to be queried (default is current).

","Invalid parameter(s)
Display information about users logged on to the system.

QUERY USER [username | sessionname | sessionid] [/SERVER:servername]

  username            Identifies the username.
  sessionname         Identifies the session named sessionname.
  sessionid           Identifies the session with ID sessionid.
  /SERVER:servername  The server to be queried (default is current).

",
"qwinsta.exe","C:\WINDOWS\system32\qwinsta.exe","2059B78166B69848737424208591E6BC","06CC7FC5A9C7BC79D6A150C5C15CBC8E08A93BF5","09F2CDDFEB76FD6A758EDC6F2ABC9147E2F3D1A11AFECAF28B69F2ABE71B0BEF","95E058EE34493F54227397028E0C1F397C31EA52B66AF266C263BF77A23D68104EA66FAF4C9EA90A0450DA8328C639BE","9244492ECADB08FA483F983D854F564D92C331C9229D6253AF7A686399AB2B26F52899074EF0E8E414C2212E5B53A69DB744B4AC03CCD8A778C6A91936E328D4","768:l+Krld2QHrlnu6X5rJZc1l3SCAKK8oPwLRlc:TKsBNX5rj1Puc","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Query Session Utility","qwinsta.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"Display information about Remote Desktop Services sessions.

QUERY SESSION [sessionname | username | sessionid]
              [/SERVER:servername] [/MODE] [/FLOW] [/CONNECT] [/COUNTER] [/VM]

  sessionname         Identifies the session named sessionname.
  username            Identifies the session with user username.
  sessionid           Identifies the session with ID sessionid.
  /SERVER:servername  The server to be queried (default is current).
  /MODE               Display current line settings.
  /FLOW               Display current flow control settings.
  /CONNECT            Display current connect settings.
  /COUNTER            Display current Remote Desktop Services counters information.
  /VM                 Display information about sessions within virtual machines.

","Invalid parameter(s)
Display information about Remote Desktop Services sessions.

QUERY SESSION [sessionname | username | sessionid]
              [/SERVER:servername] [/MODE] [/FLOW] [/CONNECT] [/COUNTER] [/VM]

  sessionname         Identifies the session named sessionname.
  username            Identifies the session with user username.
  sessionid           Identifies the session with ID sessionid.
  /SERVER:servername  The server to be queried (default is current).
  /MODE               Display current line settings.
  /FLOW               Display current flow control settings.
  /CONNECT            Display current connect settings.
  /COUNTER            Display current Remote Desktop Services counters information.
  /VM                 Display information about sessions within virtual machines.

",
"rasautou.exe","C:\WINDOWS\system32\rasautou.exe","19AD94BAF904A291245BC747EFA7E6F5","65C5FD6D77E36FEFA3069889478D4619032AB4A8","2CA3D32921B11C5307DCA89834C7F1D27894FE498298EEFB5C2281448A14F783","F4624B36415A13D2127FD1B5D53618B6F1A9E2ECFCFF7504B8589208D2F79B5A0B875AD3E2A4DD915D6C749C26AEC0B9","FC1040963BD1FDE5B36A6129CCAB478B2175DA51BD3C2E19EDB57FCF98FD8C768C242796918212634EDBCBEBF1E934BD8D9A132453EBB829D65DD9FF2B58BA00","192:ZDTs+fFF9zkrpymwkXhtruNy7Tb5wMVS5soU74V/xg+giYETwGOMpm/WM70WSBW:ZAURAsJEtvVksd7eg+uETwZ8RI0WSBW","0","Signature verified.","330000023241FB59996DCC4DFF000000000232","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Remote Access Dialer","rasdlui.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"Usage: rasautou [-f phonebook] [-a address] [-e entry] [-s]
",,
"rasdial.exe","C:\WINDOWS\system32\rasdial.exe","E9EC77CEB1E941AA51CBBEE8C4328334","C1F2B09275AC95C0837EE87BBD3477F2E1795023","FBAF36C2FC8C597DACBDC7976C6C541D3E8ECF2D6E8C0B302E4A95A742824169","6BDAB5815FC1538D38ACC00635BD459737DC5B50D2D1F9347EEDA70AAC866A007B4CD928B109465411940D88955A4A34","ED917ADEE31200FB5E9D202CA931C787D060C2AC211F625B84A3A41209429BDDBD5593EC9D6E5238616C775B0F75FA07CBBBD99802B924ED9C6DE0309D56EF22","384:WSII9NhWmOm5XPuYb9ASn++hyUje+lRmLjR6LO9Kf+txVP9h96WWVW:WSrkmpuYbKF60ORaILUtLFh9i","0","Signature verified.","330000023241FB59996DCC4DFF000000000232","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Remote Access Command Line Dial UI","RASDIAL.EXE.MUI","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,"USAGE:
	C:\WINDOWS\system32\rasdial.exe entryname [username [password|*]] [/DOMAIN:domain]
		[/PHONE:phonenumber] [/CALLBACK:callbacknumber]
		[/PHONEBOOK:phonebookfile] [/PREFIXSUFFIX]

	C:\WINDOWS\system32\rasdial.exe [entryname] /DISCONNECT

	C:\WINDOWS\system32\rasdial.exe

	Please refer to our privacy statement at 
	'https://go.microsoft.com/fwlink/?LinkId=521839'

",,
"raserver.exe","C:\WINDOWS\system32\raserver.exe","126958B58C3194598BA003AB8CD7C28A","C2ED49EF6FD8D1C7DFC88B3DC835666DF61519CE","A2022D262AAC5F9774409CADD72F5F042599745F9BBCB7AB91D6AAC306713578","5E814B54073C65FFEB7E947C7243F9BA52D82E5E0CC4C31135E09880B0E18E49F5A1EC497D85292280BDCAC0D938F28F","88ABFF2E8D4FDC2D81CD0D328845EB3C699CD7926A37A9AF6662AED88AD6A132E5C8FF360472C09859C8993D2E731ADD9F5E5DB3327BEAE28EEEDDA65FB87CEF","3072:1urCz2hE4xkvbrK3krsXTl6yu+JDK4NFgmW5oYDvM7cBkzH:1hz2W4xkvfABXTl6dAK4jgmW5oYDvM7x","0","Signature verified.","33000001C422B2F79B793DACB20000000001C4","AE9C1AE54763822EEC42474983D8B635116C8452","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Windows Remote Assistance COM Server","raserver.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"rasphone.exe","C:\WINDOWS\system32\rasphone.exe","DFE3D236047F2896E3AC01ABC1028EF9","BA00F5B376D380E8FDAE4D304E6A6B386128615B","AF0309AB694D5BBDB2E303852D82AE8D0A49BB27BE19D61AA102F90406527826","BA39E1C4927CE1D8C626D44CAFD8943FD80BA0658441C2CB6833B0DBF09F7767E0C5E49E3C186917F1E77D53DA5484BF","B4AAA95E8F0CDF1C33DBB047105AE5885453330278503CBCF5F992B0BF757FC599A3E34FA27DB0B35E882E7E8BBF4906B40ED049F138A2F823708BF2F2A52ECD","768:rvk7983f0+kllhf9DWWd4GKQ/I4CnIuDxoWtCzgYFPYCYxs:ryXNlDW43H5COWtCxtYxs","0","Signature verified.","330000023241FB59996DCC4DFF000000000232","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Remote Access Phonebook","rasphone.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"rdpclip.exe","C:\WINDOWS\system32\rdpclip.exe","BEC7971BFE9A8A4122F22DA9FF06E7EA","6F77B42E17E19148B5064C537F8169E342E60132","01DC9FD40E8206DA63A9B921383348ECC3EBB7B72E38E0A1E5BEFA292A793085","2520FAAF8202AAB292ACD388A16DFB9F1A50FA369A71BE9E7843AEE3A2832AB1D0F14F64240D8716BA0854BEAFF474F4","8A58631CAE2FAF049CC472DA680963771B4684A5ACA8DF5EEB497D528C7816CE487ED7989F1B2231112F3A611FF81744C0B547E784283E7E3891C0698B143A1E","12288:L3nDy/JHSjbkV8jeP2mLnBLxJw1AJQUTntdKXb5zMsoSe9AW:TDyxHSjbkV8je+mLBLxJw1SfdKXbcSe9","0","Signature verified.","3300000266BD1580EFA75CD6D3000000000266","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","RDP Clipboard Monitor","rdpclip.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"rdpinit.exe","C:\WINDOWS\system32\rdpinit.exe","218CC98F08B6A0D3B1D0AB054403715A","88516BA61B131BF76DB7C6C77BD831A69B0AF09C","8FE58E1F1D073B15C7FCDE5E40DF100AC889344690CC95BC5F38486FC95CBEBF","B0D657D32BC5245E1132072C67B8C21A0473F092FC5E03F289AB161CE050CBD429CD7617738D40654253140333ECBC49","6DBE69AD587F3270E18B5F8EBD1F06C3C10967F3B0A549BC16D4083C26703E4E9230A9DEB848051E998F95585D352ABC70597182FF091C21D775186ABB840D05","6144:OzmX75zzm5SPR6yQFiLfSeyKXp6RMR7B+R4tXMKUfRebCh7SsARGq4XUlSflM5:Oz21MyQFiLfkSR7B+YXsZeP8qfSf2","0","Signature verified.","3300000266BD1580EFA75CD6D3000000000266","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","RemoteApp Logon Application","rdpinit.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"rdpinput.exe","C:\WINDOWS\system32\rdpinput.exe","638D90959FDFD9E98603685F840DF819","0DA72CA8FE163DD7351410EBC5A17DFE33331E47","3A5FF7A64560156576FB4BA5FF90610A4038362B3A6873A0323A9609343FC561","430FB782CB9C6AB5DEE7EB126D751B8A44B8DEFF7F2FF716DB464764A5AF4D3D0AFCA8C0EB5DB872337D60B7458493B0","7762E38C700FC4C2AC924C1734CE43CA6905020C07B0D6B7459654919383FB867039C302FD52A888F4C4E011AAE42EA580C66A0A42614C1A8B1F8C40EE8158E7","3072:y+Geq+nKnlN34HidzNnltWBknhbnzUI3gNTISf2/BQrcx:y+GGONIHidzNneB8LoI3Fy","0","Signature verified.","3300000266BD1580EFA75CD6D3000000000266","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","RDP Session Input Handler","rdpinput.exe","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.836 (WinBuild.160101.0800)","10.0.18362.836","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"RdpSa.exe","C:\WINDOWS\system32\RdpSa.exe","771DB305FD783FBAD8DB72E9ED39A1EE","A1D045D6139AD2EC1AFBA9E6E3506FC123880659","84728F30268B2AFA8A5490A1560A0CFEF6076F54093CE7283DFABF0F420395A2","5FF27EA3C9B347D48626643D583EEB30084997B648F3BE1BA9233AC0BD2D12B7755F258DF06696A766B732650B750F86","6488A288BD5476C5AFCC2424F9CEB6433FEC99E29573C7C343D0B33DA2292887F21FD0EE75072F71D9EB9783C8062F059B738A17F50C610DC8E161E39F1D8142","768:Ld7aGOnhdnjhD94KnQZIpv2hLsOmdKr1iHX1aw+PJH+O4ZkWa5:Y7hD9k/Rr1UX1l+RHGZRa5","0","Signature verified.","3300000266BD1580EFA75CD6D3000000000266","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","RDP Session Agent","RdpSa.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"RdpSaProxy.exe","C:\WINDOWS\system32\RdpSaProxy.exe","A317F9EEBA7E7D80AD9A17F78D19318B","F8ECD32D86AD1FC65AABC35A105A8CD87D1CE0A0","6BECD3B5C276E25E8FEA9A02AFAC62235DB3E009A0B89F349689AB906977FC05","A5E45C9300E000E3090AA25C59EF76BC354E8F4B7E04F7481C4446DED9EAD54A5AD26B202D7FC4888BA36C4FE9C00894","D3592A1FC1294028D76008C23DDBD333C7F83C48B16EBB0536109E30A23A910D60D940632569CF70F021B2DC1434FA2CDC264A429D47EFB550A5ABD28A50C05C","384:FwNTSKtv6F3h2TmW2GeuAEsGE79e0euib1lcbM59mekZiGZR9WF9VWD:KEKN62Th2GeuJdEhe0euk14ekZiGZRq","0","Signature verified.","3300000266BD1580EFA75CD6D3000000000266","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","RDP Session Agent Proxy","RdpSaProxy.exe","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.18362.836 (WinBuild.160101.0800)","10.0.18362.836","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
